"sr_no","date_clean","startup_name","industry_clean","subvertical","city_clean","investors_name","investment_type","amount_clean"
"200","7/10/2018","Shop 101","Consumer Internet","Mobile Storefront And Commerce Platform For Sellers","Mumbai","Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma","Private Equity","5000000.0"
"201","7/11/2018","Sambandh","Consumer Internet","Online Micro Lending Platform","Rourkela","Base of Pyramid Asia (BOPA) Pte Ltd","Private Equity","2500000.0"
"202","7/12/2018","19th mile","Information Technology","Artificial intelligence-based sales acceleration software platform","Gurugram","Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others","Seed/ Angel Funding","180000.0"
"203","7/12/2018","5th Vital","Healthcare","Home diagnostics services provider","Bengaluru","Brand Capital and Others","Seed/ Angel Funding","500000.0"
"204","7/13/2018","MEngage","Healthcare","A Doctor-Patient Engagement Platform","Jaipur","Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.","Seed/ Angel Funding","175000.0"
"205","7/17/2018","Ofbusiness","Finance","Online Lending Platform For SME","Gurugram","Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital","Private Equity","29000000.0"
"206","7/17/2018","Cars24","Consumer Internet","Online Used Car Marketplace","Gurugram","Kingsway FCI Fund, KCK Global & Others","Private Equity","49700000.0"
"207","7/18/2018","The Ken","Consumer Internet","Subscription-Only News Website","Bengaluru","Omidyar Network & Others","Seed/ Angel Funding","1500000.0"
"208","7/19/2018","Book My Show","Consumer Internet","Online Ticketing Platform","Mumbai","TPG Growth, The Rise Fund & Others","Private Equity","100000000.0"
"209","7/20/2018","HousingMan","Consumer Internet","Property Discovery Platform","Bengaluru","Unknown","Seed/ Angel Funding","1500000.0"
"210","7/21/2018","PaySense","Consumer Internet","Online Consumer Lending Platform","Mumbai","PayU & Others","Private Equity","18000000.0"
"211","7/23/2018","Yulu Bikes","Technology","Bicycle-Sharing Platform","Bengaluru","Unknown","Seed/ Angel Funding",""
"212","7/23/2018","VTION","Technology","Media Analytics","Gurugram","AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.","Seed/ Angel Funding","280000.0"
"213","7/23/2018","Log9 Materials","Technology","Nanotechnology Company Specializing In Graphene","Bengaluru","Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others","Seed/ Angel Funding","436000.0"
"214","7/24/2018","kidovators","EdTech","Skill Learning Platform","Bengaluru","Gray Matters","Seed/ Angel Funding","180000.0"
"215","7/24/2018","Digit","Consumer Internet","Online Insurance Startup","Pune","Fairfax","Private Equity","45000000.0"
"216","7/25/2018","Black Soil","Finance","Non-Banking Financial Company","Mumbai","Allcargo Logistics, Navneet Education and Mahavir Agency","Private Equity","17000000.0"
"217","7/25/2018","Trell","Consumer Internet","Mobile-First Video Blogging App","Bengaluru","BeeNext , WEH Ventures and Sprout Ventures","Seed/ Angel Funding","1250000.0"
"218","7/25/2018","iqlect","Technology","Data Analytics Firm","Bengaluru","Ventureast and Exfinity","Seed/ Angel Funding","2500000.0"
"219","7/26/2018","Entropik","Information Technology","Software-As-A-Service Platform","Bengaluru","Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others","Seed/ Angel Funding","1100000.0"
"220","7/26/2018","Bitla Software","Technology","Travel-Focused Tech Startup","Bengaluru","MakeMyTrip","Private Equity",""
"221","7/26/2018","TheCapitalNet","FinTech","Unified Global Investments Ecosystem","Hyderabad","Lindwall Family Investments LLC (LFI)","Private Equity","500000.0"
"222","7/30/2018","Shuttl","Consumer Internet","Bus Aggregation Platform","Gurugram","Amazon Alexa Fund & Dentsu Ventures","Private Equity","11000000.0"
"223","7/30/2018","Cure Fit","Consumer Internet","Health and fitness Platform","Bengaluru","IDG Ventures, Accel Partners, Kalaari Capital and Others","Private Equity","120000000.0"
"224","7/31/2018","Five Star Group","FinTech","Non-Bank Lending Platform For SME","Chennai","TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners","Private Equity","100000000.0"
"225","7/31/2018","Healthsignz","Healthcare","Health and Well being Platform","Hyderabad","Kantilal Patel","Seed/ Angel Funding","5000000.0"
"226","6/1/2018","CoinTribe","Finance","Credit-Based Lending Marketplace For Small And Medium Enterprises","Gurugram","Sabre Partners, Puneet Dalmia & Others","Private Equity","10000000.0"
"227","6/4/2018","Digiconectt","Technology","Sales Analytics and Enablement Platform","Bengaluru","Aspire Logistics LLC","Seed/ Angel Funding","125000.0"
"228","6/4/2018","Kashmir Box","E-Commerce","Online Marketplace For Handicrafts, Handlooms And Local Produce","Srinagar","Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem","Seed/ Angel Funding",""
"229","6/5/2018","Crowdera","Finance","Online Crowdfunding Platform","Nagpur","Anil Advani, Pramod Jain, Amrendra Reddy and Manish Satnaliwala.","Seed/ Angel Funding",""
"230","6/5/2018","Zoctr","Healthcare","Online Healthcare Aggregator","Mumbai","NB Ventures and Others","Seed/ Angel Funding",""
"231","6/7/2018","Annapurna Finance","Finance","Non-Banking Financial Company","Bhubaneswar","Oman India Joint Investment Fund (OIJIF)","Private Equity","23000000.0"
"232","6/7/2018","Meesho","Consumer Internet","Online Marketplace For Resellers","Bengaluru","Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway","Private Equity","11500000.0"
"233","6/10/2018","AyeFinance","Finance","Online Lending Platform","Gurugram","CapitalG, SAIF Partners and LGT Impact Ventures","Private Equity","21500000.0"
"234","6/11/2018","Theranosis","Healthcare","Specialised diagnostics Platform","Hyderabad","Mumbai Angels Network","Seed/ Angel Funding",""
"235","6/12/2018","Alpha Capital","Finance","Supplychain Finance","Mumbai","Alpha Capital","Private Equity","14800000.0"
"236","6/12/2018","eshakti","E-Commerce","Fashion e-tailer","Chennai","Paragon Partners","Private Equity","10100000.0"
"237","6/12/2018","Daily Ninja","Consumer Internet","Hyperlocal Delivery Platform","Bengaluru","Saama Capital and Sequoia Capital","Seed/ Angel Funding","3000000.0"
"238","6/13/2018","NirogStreet","Healthcare","An Online Platform That Connects Ayurveda Doctors With Patients","Gurugram","Spiral Ventures, Subho Ray and Samir Kumar","Seed/ Angel Funding","300000.0"
"239","6/13/2018","Nivesh","Finance","Mass Market Mutual Fund Investment Platform","Noida","LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George","Seed/ Angel Funding","450000.0"
"240","6/13/2018","What\\xe2\\x80\\x99s Up Life","Consumer Internet","A Local Discovery App For Dining-Out, Party, Leisure and Events","Gurugram","Rannvijay Singha","Seed/ Angel Funding",""
"241","6/14/2018","HomeLane","Consumer Internet","Online Home Furnishing Solutions","Bengaluru","Brand Capital","Seed/ Angel Funding","3450000.0"
"242","6/14/2018","Network Intelligence","Technology","Cybersecurity Specialist","Mumbai","Helix Investments","Private Equity","4800000.0"
"243","6/18/2018","Tynor Othontics","Healthcare","Prosthetics Manufacturers","Chandigarh","Lighthouse Funds & Thuasne Participations","Private Equity","21000000.0"
"244","6/18/2018","Elucidata","Information Technology","Data Analytics (SaaS)","Delhi & Cambridge","Hyperplane Venture Capital and several angel investors","Seed/ Angel Funding","1700000.0"
"245","6/19/2018","Chrysalis","EdTech","Education Services Provider","Pune","Menterra Venture & Artha Initiatives","Seed/ Angel Funding",""
"246","6/19/2018","RentSher","Consumer Internet","Online Rental Marketplace","Bengaluru","Shorooq Investments, LetsVenture & Others","Seed/ Angel Funding","1100000.0"
"247","6/20/2018","Drip capital","Finance","Trade Finance Firm","Mumbai","Accel Partners, Sequoia India, Y Combinator and others.","Private Equity","15000000.0"
"248","6/22/2018","WickedRide","Consumer Internet","Online Motorbike And Scooter Rental Platforms","Bengaluru","Sequoia Capital, Accel Partners & Raghunandan Gangappa","Private Equity","9100000.0"
"249","6/25/2018","PolicyBazaar","Consumer Internet","Online Insurance Selling Platform","Gurugram","SoftBank Vision Fund & Info Edge (India) Ltd","Private Equity","200000000.0"
"250","6/25/2018","HipBar","Consumer Internet","Digital Payment Platform For Beverage Delivery","Bengaluru","Diageo India","Private Equity","4000000.0"
"251","6/25/2018","Sqqrl","Finance","App-based investment platform","Gurugram","Equanimity Venture Fund","Seed/ Angel Funding","1000000.0"
"252","6/26/2018","Paytm","Technology","Digital Payment Platform","Noida","One 97 Communications","Private Equity","8950000.0"
"253","6/26/2018","Sigtuple","Healthcare","Data Driven Intelligence Solutions Platform","Bengaluru","Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal","Private Equity","19000000.0"
"254","6/27/2018","Wow Express","Technology","E-commerce Logistics Platform","Mumbai","Undisclosed Existing Investors As Well As The Tamarind Family Trust","Private Equity","4500000.0"
"255","6/28/2018","Front Desk AI","Technology","An AI Platform Offering Automated Customer Service Software","Bengaluru","Speciale Invest & Others","Seed/ Angel Funding","1100000.0"
"256","6/28/2018","Edureka","EdTech","Online Education Platform","Bengaluru","Leo Capital","Seed/ Angel Funding","2000000.0"
"257","6/29/2018","Numeroseven","Technology","An Artificial Intelligence-Based Recruitment Platform","Kolkata","Shiva Gunapu & Others","Seed/ Angel Funding",""
"258","5/2/2018","OpenTap","Finance","Online Lending Platform","Chennai","Unknown High Net-Worth Individuals","Seed / Angel Funding","450000.0"
"259","5/2/2018","Bizongo","Consumer Internet","Aggregator For Packaging Material","Mumbai","B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures","Private Equity","22000000.0"
"260","5/3/2018","Disprz","Information Technology","SaaS","Chennai","IL&FS Private Equity, Kae Capital & Others","Seed / Angel Funding","2500000.0"
"261","5/7/2018","PaisaDukan","Consumer Internet","P2P Lending Platform","Mumbai","Unknown","Seed / Angel Funding","225000.0"
"262","5/9/2018","i3sysytems","Technology","AI product company For Health and Life Insurane Companies","Mumbai","Unitus Ventures, Behram Vakil and Jerxis Vandrevala","Seed / Angel Funding","1000000.0"
"263","5/11/2018","Earth Food","Consumer Internet","Agri-tech","Pune","Rairah Corporation","Seed / Angel Funding","949000.0"
"264","5/14/2018","Nykaa","Consumer Internet","Beauty e-tailer","Mumbai","Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others","Private Equity","24000000.0"
"265","5/16/2018","mfine","Healthcare","Doctor-Consultation App","Bengaluru","Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal","Private Equity","4200000.0"
"266","5/21/2018","Rocketium","Technology","Online Video Creation Platform","Bengaluru","Blume ventures","Seed/ Angel Funding","300000.0"
"267","5/21/2018","MilkBasket","Technology","Micro-Delivery Grocery Startup","Gurugram","Kalaari Capital, Unilever Ventures and Blume Ventures","Private Equity","7000000.0"
"268","5/22/2018","Vola","Finance","Micro Lending Platform","Bengaluru","Credika and unnamed angel investors","Seed/ Angel Funding","500000.0"
"269","5/22/2018","Cashkumar","Consumer Internet","P2P Lending Platform","Bengaluru","LetsVenture","Seed/ Angel Funding","735000.0"
"270","5/23/2018","Edyoo","E-Commerce","Products For Shoolgoing Children","Bengaluru","RS Shanbag","Seed/ Angel Funding","735000.0"
"271","5/23/2018","Aashiyaan","Finance","Housing Finance For Low-Income Families","Kolkata","Insistor, Oikocredit","Seed/ Angel Funding","2000000.0"
"272","5/24/2018","Smartivity","EdTech","Designer Of Toys and Learning Projects For Kids","New Delhi","Ashish Kacholi, S Chand Group","Seed/ Angel Funding","2000000.0"
"273","5/24/2018","Bonphulapl","Clean-tech","Oxygen Optimiser Manufacturer","New Delhi","Atul Gupta and Saurabh Rastogi","Seed/ Angel Funding","293000.0"
"274","5/27/2018","Acko","Consumer Internet","Online Insurance Platform","Mumbai","Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.","Seed/ Angel Funding","12000000.0"
"275","5/28/2018","HWell24","Healthcare","Home Healthcare Aggregator","Mumbai","Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd","Seed/ Angel Funding","200000.0"
"276","5/29/2018","Toffee","Consumer Internet","Online Insurance Platform","Gurugram","Kalaari Capital, Omidyar Network and Accion Venture Labs","Seed/ Angel Funding","1500000.0"
"277","5/29/2018","Tonetag","Technology","Mobile Payments Technology Platform","Bengaluru","Amazon Inc. and Mastercard","Private Equity","8000000.0"
"278","5/30/2018","Events High","Consumer Internet","Events and Activities Discovery Platform","Bengaluru","Treebo","Private Equity",""
"279","5/30/2018","Stellaps","Technology","Iot Application Platform In Agriculture","Bengaluru","IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT","Private Equity","14000000.0"
"280","5/31/2018","Credright","Consumer Internet","Lending Platform For SMEs","Hyderabad","Accion Venture Lab, YourNest Venture Capital And Other Angel Investors","Seed/ Angel Funding","1300000.0"
"281","4/2/2018","Fitternity","Consumer Internet","Online Fitness Discovey Platform","Mumbai","Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.","Private Equity","2000000.0"
"282","4/2/2018","Synctag","Technology","Social Media Anlaytics Platform","Coimbatore","Subhkam Ventures and Mohit Khadaria","Seed / Angel Funding","307600.0"
"283","4/2/2018","Benepik","Technology","Enhanced Employee Engagement Platform","Gurugram","Vishal Bali, Yogesh Misra, Thomas Assessments and others","Seed / Angel Funding",""
"284","4/2/2018","Finzy","Consumer Internet","Online Loan Matchmaking Platform","Bengaluru","Unknown","Seed / Angel Funding","1300000.0"
"285","4/4/2018","Varthana","Finance","Loans and Services To Affordable Private Schools in India","Bengaluru","ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round","Private Equity","55000000.0"
"286","4/5/2018","IndigoLearn","EdTech","Online Education Platform","Hyderabad","Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels","Seed / Angel Funding","150000.0"
"287","4/5/2018","Vedantu","EdTech","Interactive Online Tutoring Platform","Bengaluru","Accel Partners, Tiger Global And Others","Private Equity","10000000.0"
"288","4/9/2018","Kaleidofin","Finance","Digital Financial Services Platform","Chennai","Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim","Seed / Angel Funding","2800000.0"
"289","4/9/2018","Pipabella","Consumer Internet","Fashion Accessories Etailer","Mumbai","Fireside Ventures","Seed / Angel Funding","1000000.0"
"290","4/9/2018","Elemential","Technology","Blockchain Platform","Mumbai","Matrix Partner, Amrish Rau, Investopad, Digital Currency Group, Hinduja Group, Lightspeed India, Eight Innovate, Amit Ranjan, Prashant Malik and others","Seed / Angel Funding",""
